Nes,M,pA,rep,sweeps
50.0,1,0.001,502,640
50.0,1,0.001,503,647
50.0,1,0.001,504,643
50.0,1,0.001,505,643
50.0,1,0.001,506,661
50.0,1,0.001,507,681
50.0,1,0.001,508,712
50.0,1,0.001,509,667
50.0,1,0.001,510,653
50.0,1,0.001,511,659
50.0,1,0.001,512,643
50.0,1,0.001,513,697
50.0,1,0.001,514,652
50.0,1,0.001,515,642
50.0,1,0.001,516,640
50.0,1,0.001,517,664
50.0,1,0.001,518,604
50.0,1,0.001,519,632
50.0,1,0.001,520,665
50.0,1,0.001,521,677
50.0,1,0.001,522,654
50.0,1,0.001,523,634
50.0,1,0.001,524,661
50.0,1,0.001,525,640
50.0,1,0.001,526,641
50.0,1,0.001,527,672
50.0,1,0.001,528,646
50.0,1,0.001,529,664
50.0,1,0.001,530,668
50.0,1,0.001,531,664
50.0,1,0.001,532,652
50.0,1,0.001,533,677
50.0,1,0.001,534,675
50.0,1,0.001,535,663
50.0,1,0.001,536,656
50.0,1,0.001,537,630
50.0,1,0.001,538,632
50.0,1,0.001,539,705
50.0,1,0.001,540,641
50.0,1,0.001,541,675
50.0,1,0.001,542,688
50.0,1,0.001,543,683
50.0,1,0.001,544,617
50.0,1,0.001,545,681
50.0,1,0.001,546,614
50.0,1,0.001,547,635
50.0,1,0.001,548,648
50.0,1,0.001,549,685
50.0,1,0.001,550,704
50.0,1,0.001,551,660
50.0,1,0.001,552,620
50.0,1,0.001,553,594
50.0,1,0.001,554,629
50.0,1,0.001,555,683
50.0,1,0.001,556,661
50.0,1,0.001,557,672
50.0,1,0.001,558,644
50.0,1,0.001,559,695
50.0,1,0.001,560,647
50.0,1,0.001,561,641
50.0,1,0.001,562,639
50.0,1,0.001,563,684
50.0,1,0.001,564,674
50.0,1,0.001,565,633
50.0,1,0.001,566,631
50.0,1,0.001,567,670
50.0,1,0.001,568,616
50.0,1,0.001,569,662
50.0,1,0.001,570,652
50.0,1,0.001,571,658
50.0,1,0.001,572,658
50.0,1,0.001,573,666
50.0,1,0.001,574,698
50.0,1,0.001,575,646
50.0,1,0.001,576,652
50.0,1,0.001,577,670
50.0,1,0.001,578,676
50.0,1,0.001,579,693
50.0,1,0.001,580,670
50.0,1,0.001,581,645
50.0,1,0.001,582,693
50.0,1,0.001,583,659
50.0,1,0.001,584,657
50.0,1,0.001,585,668
50.0,1,0.001,586,619
50.0,1,0.001,587,723
50.0,1,0.001,588,644
50.0,1,0.001,589,664
50.0,1,0.001,590,643
50.0,1,0.001,591,622
50.0,1,0.001,592,701
50.0,1,0.001,593,655
50.0,1,0.001,594,646
50.0,1,0.001,595,693
50.0,1,0.001,596,656
50.0,1,0.001,597,661
50.0,1,0.001,598,639
50.0,1,0.001,599,615
50.0,1,0.001,600,696
50.0,1,0.001,601,684
50.0,1,0.001,602,664
50.0,1,0.001,603,640
50.0,1,0.001,604,652
50.0,1,0.001,605,631
50.0,1,0.001,606,674
50.0,1,0.001,607,651
50.0,1,0.001,608,683
50.0,1,0.001,609,620
50.0,1,0.001,610,699
50.0,1,0.001,611,712
50.0,1,0.001,612,663
50.0,1,0.001,613,675
50.0,1,0.001,614,644
50.0,1,0.001,615,672
50.0,1,0.001,616,641
50.0,1,0.001,617,661
50.0,1,0.001,618,676
50.0,1,0.001,619,631
50.0,1,0.001,620,637
50.0,1,0.001,621,678
50.0,1,0.001,622,690
50.0,1,0.001,623,642
50.0,1,0.001,624,666
50.0,1,0.001,625,646
50.0,1,0.001,626,657
50.0,1,0.001,627,651
50.0,1,0.001,628,685
50.0,1,0.001,629,653
50.0,1,0.001,630,655
50.0,1,0.001,631,655
50.0,1,0.001,632,739
50.0,1,0.001,633,612
50.0,1,0.001,634,662
50.0,1,0.001,635,683
50.0,1,0.001,636,658
50.0,1,0.001,637,708
50.0,1,0.001,638,660
50.0,1,0.001,639,679
50.0,1,0.001,640,657
50.0,1,0.001,641,699
50.0,1,0.001,642,694
50.0,1,0.001,643,671
50.0,1,0.001,644,679
50.0,1,0.001,645,669
50.0,1,0.001,646,699
50.0,1,0.001,647,659
50.0,1,0.001,648,578
50.0,1,0.001,649,620
50.0,1,0.001,650,661
50.0,1,0.001,651,653
50.0,1,0.001,652,641
50.0,1,0.001,653,688
50.0,1,0.001,654,682
50.0,1,0.001,655,699
50.0,1,0.001,656,667
50.0,1,0.001,657,652
50.0,1,0.001,658,704
50.0,1,0.001,659,674
50.0,1,0.001,660,649
50.0,1,0.001,661,688
50.0,1,0.001,662,661
50.0,1,0.001,663,658
50.0,1,0.001,664,748
50.0,1,0.001,665,668
50.0,1,0.001,666,620
50.0,1,0.001,667,641
50.0,1,0.001,668,690
50.0,1,0.001,669,616
50.0,1,0.001,670,651
50.0,1,0.001,671,654
50.0,1,0.001,672,667
50.0,1,0.001,673,653
50.0,1,0.001,674,651
50.0,1,0.001,675,643
50.0,1,0.001,676,685
50.0,1,0.001,677,627
50.0,1,0.001,678,693
50.0,1,0.001,679,708
50.0,1,0.001,680,655
50.0,1,0.001,681,622
50.0,1,0.001,682,678
50.0,1,0.001,683,668
50.0,1,0.001,684,690
50.0,1,0.001,685,618
50.0,1,0.001,686,666
50.0,1,0.001,687,654
50.0,1,0.001,688,675
50.0,1,0.001,689,609
50.0,1,0.001,690,674
50.0,1,0.001,691,695
50.0,1,0.001,692,662
50.0,1,0.001,693,657
50.0,1,0.001,694,638
50.0,1,0.001,695,695
50.0,1,0.001,696,658
50.0,1,0.001,697,700
50.0,1,0.001,698,615
50.0,1,0.001,699,668
50.0,1,0.001,700,682
50.0,1,0.001,701,674
50.0,1,0.001,702,645
50.0,1,0.001,703,679
50.0,1,0.001,704,639
50.0,1,0.001,705,661
50.0,1,0.001,706,629
50.0,1,0.001,707,640
50.0,1,0.001,708,703
50.0,1,0.001,709,661
50.0,1,0.001,710,640
50.0,1,0.001,711,640
50.0,1,0.001,712,606
50.0,1,0.001,713,643
50.0,1,0.001,714,687
50.0,1,0.001,715,673
50.0,1,0.001,716,628
50.0,1,0.001,717,659
50.0,1,0.001,718,658
50.0,1,0.001,719,658
50.0,1,0.001,720,671
50.0,1,0.001,721,657
50.0,1,0.001,722,671
50.0,1,0.001,723,652
50.0,1,0.001,724,676
50.0,1,0.001,725,635
50.0,1,0.001,726,652
50.0,1,0.001,727,687
50.0,1,0.001,728,674
50.0,1,0.001,729,658
50.0,1,0.001,730,680
50.0,1,0.001,731,643
50.0,1,0.001,732,638
50.0,1,0.001,733,653
50.0,1,0.001,734,644
50.0,1,0.001,735,686
50.0,1,0.001,736,635
50.0,1,0.001,737,662
50.0,1,0.001,738,660
50.0,1,0.001,739,605
50.0,1,0.001,740,674
50.0,1,0.001,741,664
50.0,1,0.001,742,659
50.0,1,0.001,743,670
50.0,1,0.001,744,664
50.0,1,0.001,745,676
50.0,1,0.001,746,643
50.0,1,0.001,747,653
50.0,1,0.001,748,668
50.0,1,0.001,749,666
50.0,1,0.001,750,660
50.0,1,0.001,751,652
50.0,1,0.001,752,642
50.0,1,0.001,753,679
50.0,1,0.001,754,603
50.0,1,0.001,755,645
50.0,1,0.001,756,637
50.0,1,0.001,757,654
50.0,1,0.001,758,700
50.0,1,0.001,759,661
50.0,1,0.001,760,610
50.0,1,0.001,761,648
50.0,1,0.001,762,625
50.0,1,0.001,763,648
50.0,1,0.001,764,673
50.0,1,0.001,765,627
50.0,1,0.001,766,674
50.0,1,0.001,767,651
50.0,1,0.001,768,633
50.0,1,0.001,769,644
50.0,1,0.001,770,683
50.0,1,0.001,771,696
50.0,1,0.001,772,674
50.0,1,0.001,773,672
50.0,1,0.001,774,624
50.0,1,0.001,775,650
50.0,1,0.001,776,666
50.0,1,0.001,777,673
50.0,1,0.001,778,683
50.0,1,0.001,779,650
50.0,1,0.001,780,669
50.0,1,0.001,781,697
50.0,1,0.001,782,664
50.0,1,0.001,783,637
50.0,1,0.001,784,664
50.0,1,0.001,785,679
50.0,1,0.001,786,659
50.0,1,0.001,787,689
50.0,1,0.001,788,655
50.0,1,0.001,789,627
50.0,1,0.001,790,694
50.0,1,0.001,791,662
50.0,1,0.001,792,678
50.0,1,0.001,793,647
50.0,1,0.001,794,651
50.0,1,0.001,795,676
50.0,1,0.001,796,669
50.0,1,0.001,797,680
50.0,1,0.001,798,647
50.0,1,0.001,799,672
50.0,1,0.001,800,685
50.0,1,0.001,801,655
50.0,1,0.001,802,657
50.0,1,0.001,803,624
50.0,1,0.001,804,687
50.0,1,0.001,805,631
50.0,1,0.001,806,667
50.0,1,0.001,807,671
50.0,1,0.001,808,697
50.0,1,0.001,809,635
50.0,1,0.001,810,661
50.0,1,0.001,811,713
50.0,1,0.001,812,671
50.0,1,0.001,813,670
50.0,1,0.001,814,700
50.0,1,0.001,815,596
50.0,1,0.001,816,647
50.0,1,0.001,817,654
50.0,1,0.001,818,669
50.0,1,0.001,819,636
50.0,1,0.001,820,659
50.0,1,0.001,821,650
50.0,1,0.001,822,650
50.0,1,0.001,823,620
50.0,1,0.001,824,695
50.0,1,0.001,825,648
50.0,1,0.001,826,631
50.0,1,0.001,827,647
50.0,1,0.001,828,666
50.0,1,0.001,829,647
50.0,1,0.001,830,617
50.0,1,0.001,831,682
50.0,1,0.001,832,675
50.0,1,0.001,833,646
50.0,1,0.001,834,676
50.0,1,0.001,835,640
50.0,1,0.001,836,624
50.0,1,0.001,837,648
50.0,1,0.001,838,658
50.0,1,0.001,839,703
50.0,1,0.001,840,630
50.0,1,0.001,841,704
50.0,1,0.001,842,687
50.0,1,0.001,843,674
50.0,1,0.001,844,635
50.0,1,0.001,845,663
50.0,1,0.001,846,660
50.0,1,0.001,847,652
50.0,1,0.001,848,643
50.0,1,0.001,849,675
50.0,1,0.001,850,661
50.0,1,0.001,851,677
50.0,1,0.001,852,714
50.0,1,0.001,853,662
50.0,1,0.001,854,657
50.0,1,0.001,855,649
50.0,1,0.001,856,605
50.0,1,0.001,857,625
50.0,1,0.001,858,637
50.0,1,0.001,859,673
50.0,1,0.001,860,632
50.0,1,0.001,861,676
50.0,1,0.001,862,701
50.0,1,0.001,863,710
50.0,1,0.001,864,681
50.0,1,0.001,865,660
50.0,1,0.001,866,678
50.0,1,0.001,867,675
50.0,1,0.001,868,644
50.0,1,0.001,869,592
50.0,1,0.001,870,645
50.0,1,0.001,871,641
50.0,1,0.001,872,657
50.0,1,0.001,873,635
50.0,1,0.001,874,689
50.0,1,0.001,875,699
50.0,1,0.001,876,635
50.0,1,0.001,877,705
50.0,1,0.001,878,693
50.0,1,0.001,879,703
50.0,1,0.001,880,616
50.0,1,0.001,881,659
50.0,1,0.001,882,702
50.0,1,0.001,883,636
50.0,1,0.001,884,688
50.0,1,0.001,885,641
50.0,1,0.001,886,697
50.0,1,0.001,887,724
50.0,1,0.001,888,642
50.0,1,0.001,889,706
50.0,1,0.001,890,678
50.0,1,0.001,891,679
50.0,1,0.001,892,683
50.0,1,0.001,893,692
50.0,1,0.001,894,718
50.0,1,0.001,895,663
50.0,1,0.001,896,662
50.0,1,0.001,897,663
50.0,1,0.001,898,625
50.0,1,0.001,899,635
50.0,1,0.001,900,682
50.0,1,0.001,901,683
50.0,1,0.001,902,673
50.0,1,0.001,903,673
50.0,1,0.001,904,683
50.0,1,0.001,905,648
50.0,1,0.001,906,667
50.0,1,0.001,907,657
50.0,1,0.001,908,644
50.0,1,0.001,909,699
50.0,1,0.001,910,622
50.0,1,0.001,911,664
50.0,1,0.001,912,665
50.0,1,0.001,913,667
50.0,1,0.001,914,700
50.0,1,0.001,915,672
50.0,1,0.001,916,658
50.0,1,0.001,917,722
50.0,1,0.001,918,583
50.0,1,0.001,919,634
50.0,1,0.001,920,707
50.0,1,0.001,921,644
50.0,1,0.001,922,682
50.0,1,0.001,923,694
50.0,1,0.001,924,667
50.0,1,0.001,925,655
50.0,1,0.001,926,647
50.0,1,0.001,927,661
50.0,1,0.001,928,677
50.0,1,0.001,929,649
50.0,1,0.001,930,663
50.0,1,0.001,931,689
50.0,1,0.001,932,645
50.0,1,0.001,933,663
50.0,1,0.001,934,670
50.0,1,0.001,935,640
50.0,1,0.001,936,675
50.0,1,0.001,937,667
50.0,1,0.001,938,664
50.0,1,0.001,939,688
50.0,1,0.001,940,680
50.0,1,0.001,941,640
50.0,1,0.001,942,696
50.0,1,0.001,943,692
50.0,1,0.001,944,667
50.0,1,0.001,945,683
50.0,1,0.001,946,646
50.0,1,0.001,947,693
50.0,1,0.001,948,654
50.0,1,0.001,949,630
50.0,1,0.001,950,623
50.0,1,0.001,951,666
50.0,1,0.001,952,684
50.0,1,0.001,953,665
50.0,1,0.001,954,699
50.0,1,0.001,955,721
50.0,1,0.001,956,656
50.0,1,0.001,957,666
50.0,1,0.001,958,698
50.0,1,0.001,959,696
50.0,1,0.001,960,645
50.0,1,0.001,961,676
50.0,1,0.001,962,684
50.0,1,0.001,963,673
50.0,1,0.001,964,665
50.0,1,0.001,965,657
50.0,1,0.001,966,674
50.0,1,0.001,967,684
50.0,1,0.001,968,641
50.0,1,0.001,969,609
50.0,1,0.001,970,628
50.0,1,0.001,971,670
50.0,1,0.001,972,610
50.0,1,0.001,973,659
50.0,1,0.001,974,588
50.0,1,0.001,975,665
50.0,1,0.001,976,671
50.0,1,0.001,977,639
50.0,1,0.001,978,667
50.0,1,0.001,979,637
50.0,1,0.001,980,680
50.0,1,0.001,981,640
50.0,1,0.001,982,655
50.0,1,0.001,983,645
50.0,1,0.001,984,683
50.0,1,0.001,985,653
50.0,1,0.001,986,675
50.0,1,0.001,987,650
50.0,1,0.001,988,659
50.0,1,0.001,989,657
50.0,1,0.001,990,698
50.0,1,0.001,991,632
50.0,1,0.001,992,621
50.0,1,0.001,993,624
50.0,1,0.001,994,693
50.0,1,0.001,995,681
50.0,1,0.001,996,607
50.0,1,0.001,997,665
50.0,1,0.001,998,671
50.0,1,0.001,999,638
